mfr,product_url,image_link,overview,length,width,height,capacity,diameter,features,edge_style,color,shape,material
9021C085,https://www.webstaurantstore.com/tray-14-x-4-white-neo-distinction-dz/5769001C085.html,https://cdnimg.webstaurantstore.com/images/products/large/830479/2836056.jpg,Ideal for serving appetizers or shared platters | Oven safe up to 530 degrees Fahrenheit | Durable alumina vitrified construction ensures long-lasting performance | Features a rectangular shape with a coupe rim | Contemporary design is perfect for casual dining and catered events,14 Inches,4 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Rectangle,China
9021C091,https://www.webstaurantstore.com/steelite-distinction-contour-10-white-round-coupe-plate-case/5769001C091.html,https://cdnimg.webstaurantstore.com/images/products/large/830443/2836059.jpg,"Ideal for serving large dinner entrees or hearty salads | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Seamless design offers a touch of modern sophistication | Versatile for upscale dining, casual restaurants, and catered events",,,,,10 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Coupe,White,Round,China
9021C620,https://www.webstaurantstore.com/steelite-distinction-sheer-26-oz-white-bowl-case/5769001C620.html,https://cdnimg.webstaurantstore.com/images/products/large/832955/2818941.jpg,"Perfect for serving pasta, salads, or hearty entrees | Smooth, modern design creates a bold tabletop statement | Geometric-inspired form adds a sleek, contemporary aesthetic | Durable alumina vitrified china construction for long-lasting performance | Ideal for fine dining establishments, boutique hotels, and catered events",,,,26 oz.,8 1/2 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Angled,White,Round,China
9021C621,https://www.webstaurantstore.com/steelite-distinction-sheer-14-oz-white-bowl-case/5769001C621.html,https://cdnimg.webstaurantstore.com/images/products/large/832996/2818942.jpg,"Perfect for serving soups, salads, or side dishes | Smooth, modern design creates a bold tabletop statement | Geometric-inspired form adds a sleek, contemporary aesthetic | Durable alumina vitrified china construction for long-lasting performance | Ideal for fine dining establishments, boutique hotels, and catered events",,,,14 oz.,7 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Angled,White,Round,China
9023C626,https://www.webstaurantstore.com/steelite-distinction-sheer-41-oz-white-bowl-case/5769001C626.html,https://cdnimg.webstaurantstore.com/images/products/large/832905/2818947.jpg,"Perfect for serving large salads, pasta dishes, or shared appetizers | Smooth, modern design creates a bold tabletop statement | Geometric-inspired form adds a sleek, contemporary aesthetic | Durable alumina vitrified china construction for long-lasting performance | Ideal for fine dining establishments, boutique hotels, and catered events",,,,41 oz.,10 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe",Angled,White,Round,China
9032C744,https://www.webstaurantstore.com/steelite-distinction-spyro-21-oz-white-teapot-with-lid-case/5769032C724.html,https://cdnimg.webstaurantstore.com/images/products/large/830463/2836241.jpg,"Ideal for serving tea or other hot beverages | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Features a delicate, swirling embossment | Versatile design is perfect for upscale dining and catered events",7 5/8 Inches,5 Inches,5 Inches,21 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",,White,Round,China
9032C747,https://www.webstaurantstore.com/steelite-distinction-spyro-white-lid-for-12-oz-teapot-case/5769032C727.html,https://cdnimg.webstaurantstore.com/images/products/large/830352/2836243.jpg,"Replaces a lost or broken lid for compatible teapot (sold separately) | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Features a delicate, swirling embossment | Versatile design is perfect for upscale dining and catered events",,,,12 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",,White,Round,China
9035C372,https://www.webstaurantstore.com/steelite-distinction-monaco-vogue-12-oz-nouveau-bowl-case/5769001C372.html,https://cdnimg.webstaurantstore.com/images/products/large/830309/2836177.jpg,"Ideal for serving soups, salads, or pasta dishes | Classic white design complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Designed for high-volume service and frequent use | Versatile for upscale dining, casual restaurants, and catered events",,,2 Inches,12 oz.,10 5/8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Wide Rim,White,Round,China
9109C487,https://www.webstaurantstore.com/saniserv-69996-contactor/HP69996.html,https://cdnimg.webstaurantstore.com/images/products/large/307536/1235055.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
9114C1174,https://www.webstaurantstore.com/steelite-distinction-willow-11-1-4-6-well-mist-gourmet-plate-case/5769114C1171.html,https://cdnimg.webstaurantstore.com/images/products/large/832857/2818843.jpg,Ideal for serving artfully plated entrees or elegant side dishes | Neutral gray tone adds warmth and blends seamlessly with other pieces | Durable alumina vitrified construction ensures long-lasting performance | Elegant interwoven design offers a timeless presentation | Perfect for fine dining and upscale culinary presentations,,,,,"11 1/4 Inches, 6 Inches","Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Embossed, Wide Rim",Gray,Round,China
9115C1173,https://www.webstaurantstore.com/steelite-distinction-willow-11-mist-gourmet-coupe-plate-case/5769114C1173.html,https://cdnimg.webstaurantstore.com/images/products/large/832983/2819603.jpg,Ideal for serving large dinner entrees or hearty salads | Neutral gray tone adds warmth and blends seamlessly with other pieces | Durable alumina vitrified construction ensures long-lasting performance | Elegant interwoven design offers a timeless presentation | Perfect for fine dining and upscale culinary presentations,,,,,11 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable, Oven Safe","Coupe, Embossed",Gray,Round,China
9118C1044,https://www.webstaurantstore.com/champion-112543-shock/HP112543.html,https://cdnimg.webstaurantstore.com/images/products/large/348916/1300921.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
9300C509,https://www.webstaurantstore.com/steelite-distinction-alvo-11-3-4-white-embossed-plate-case/5769300C500.html,https://cdnimg.webstaurantstore.com/images/products/large/832831/2819247.jpg,"Ideal for serving large dinner entrees, hearty salads, or sharing platters | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Features flowing curves, an embossed body, and a fully glazed foot | Perfect for upscale dining and catered events",,,,,11 3/4 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Embossed,White,Round,China
A120P032A,https://www.webstaurantstore.com/anfora-blue-puebla-from-steelite-international-13-5-oz-oatmeal-bowl-case/576A120P032.html,https://cdnimg.webstaurantstore.com/images/products/large/821865/2775687.jpg,"Ideal for serving oatmeal, cereals, or soups | Traditional Mexican-inspired design enhances both modern and classic cuisines | Eye-catching  blue detailing adds vibrant flair | Durable china construction ensures lasting performance | Perfect for restaurants, bistros, and catered events",,,2 3/8 Inches,13.5 oz.,5 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Oven Safe",,"Blue, White",Round,China
A120P049A,https://www.webstaurantstore.com/anfora-blue-puebla-from-steelite-international-10-oz-acapulco-mug-case/576A120P049.html,https://cdnimg.webstaurantstore.com/images/products/large/821857/2775727.jpg,"Ideal for serving coffee, tea, or other hot beverages | Traditional Mexican-inspired design enhances both modern and classic cuisines | Eye-catching  blue detailing adds vibrant flair | Durable china construction ensures lasting performance | Perfect for restaurants, bistros, and catered events",4 3/4 Inches,,3 1/2 Inches,10 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Oven Safe",,"Blue, White",Round,China
A120P100A,https://www.webstaurantstore.com/homer-laughlin-by-steelite-international-6-1-4-puebla-blue-plate-a120p100-24-case-case/576A120P100.html,https://cdnimg.webstaurantstore.com/images/products/large/802919/2727071.jpg,"Ideal for serving small salads, desserts, or bread and butter | Traditional Mexican-inspired design enhances both modern and classic cuisines | Eye-catching  blue detailing adds vibrant flair | Durable china construction ensures lasting performance | Perfect for restaurants, bistros, and catered events",,,,,"6 1/4 Inches, 7 1/2""","Dishwasher Safe, Freezer Safe, Lead Free, Oven Safe",Rolled Edge,"Blue, White",Round,China
A120P103A,https://www.webstaurantstore.com/anfora-blue-puebla-from-steelite-international-10-1-4-rolled-edge-plate-case/576A120P103.html,https://cdnimg.webstaurantstore.com/images/products/large/821898/2775735.jpg,"Ideal for serving large dinner entrees | Traditional Mexican-inspired design enhances both modern and classic cuisines | Eye-catching  blue detailing adds vibrant flair | Durable china construction ensures lasting performance | Perfect for restaurants, bistros, and catered events",,,,,"10 1/4 Inches, 7 1/2""","Dishwasher Safe, Freezer Safe, Lead Free, Oven Safe",Rolled Edge,"Blue, White",Round,China
A120P104A,https://www.webstaurantstore.com/anfora-blue-puebla-from-steelite-international-12-1-4-rolled-edge-plate-case/576A120P104.html,https://cdnimg.webstaurantstore.com/images/products/large/821931/2775737.jpg,"Ideal for serving large dinner entrees | Traditional Mexican-inspired design enhances both modern and classic cuisines | Eye-catching  blue detailing adds vibrant flair | Durable china construction ensures lasting performance | Perfect for restaurants, bistros, and catered events",,,,,"12 1/4 Inches, 7 1/2""","Dishwasher Safe, Freezer Safe, Lead Free, Oven Safe",Rolled Edge,"Blue, White",Round,China
A120P142A,https://www.webstaurantstore.com/anfora-blue-puebla-from-steelite-international-12-1-4-x-9-1-8-rolled-edge-oval-platter-case/576A120P142.html,https://cdnimg.webstaurantstore.com/images/products/large/821821/2775738.jpg,"Ideal for serving large meat and seafood entrees | Traditional Mexican-inspired design enhances both modern and classic cuisines | Eye-catching  blue detailing adds vibrant flair | Durable china construction ensures lasting performance | Perfect for restaurants, bistros, and catered events",12 1/4 Inches,9 1/8 Inches,,,,"Dishwasher Safe, Freezer Safe, Lead Free, Oven Safe",Rolled Edge,"Blue, White",Oval,China
A121P102A,https://www.webstaurantstore.com/anfora-blue-puebla-from-steelite-international-9-rolled-edge-plate-case/576A120P102.html,https://cdnimg.webstaurantstore.com/images/products/large/821935/2775734.jpg,"Ideal for serving lunch entrees and salads | Traditional Mexican-inspired design enhances both modern and classic cuisines | Eye-catching  blue detailing adds vibrant flair | Durable china construction ensures lasting performance | Perfect for restaurants, bistros, and catered events",,,,,"9 Inches, 7 1/2""","Dishwasher Safe, Freezer Safe, Lead Free, Oven Safe",Rolled Edge,"Blue, White",Round,China
9300C554,https://www.webstaurantstore.com/plate-8-white-alvo-distinction-2dz-case/5769300C504.html,https://cdnimg.webstaurantstore.com/images/products/large/832990/2819252.jpg,"Ideal for serving lunch entrees or salads | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Features flowing curves, an embossed body, and a fully glazed foot | Perfect for upscale dining and catered events",,,,,8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Embossed,White,Round,China
9300C557,https://www.webstaurantstore.com/steelite-distinction-alvo-21-oz-white-embossed-teapot-with-lid-case/5769300C553.html,https://cdnimg.webstaurantstore.com/images/products/large/832918/2819251.jpg,"Ideal for serving tea or other hot beverages | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Features flowing curves, an embossed body, and a fully glazed foot | Perfect for upscale dining and catered events",7 7/8 Inches,4 7/8 Inches,4 Inches,21 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Embossed,White,Round,China
9300C567,https://www.webstaurantstore.com/steelite-distinction-alvo-10-oz-white-embossed-jug-with-handle-case/5769300C562.html,https://cdnimg.webstaurantstore.com/images/products/large/832909/2819262.jpg,"Ideal for serving milk, cream, or other sides | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Features flowing curves, an embossed body, and a fully glazed foot | Perfect for upscale dining and catered events",5 1/2 Inches,3 5/8 Inches,3 5/8 Inches,10 oz.,,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Embossed,White,Round,China
9300C571,https://www.webstaurantstore.com/plate-10-625-white-alvo-distinction-2dz-case/5769300C501.html,https://cdnimg.webstaurantstore.com/images/products/large/832888/2819248.jpg,"Ideal for serving large dinner entrees or hearty salads | White color complements any table setting | Durable alumina vitrified construction ensures long-lasting performance | Features flowing curves, an embossed body, and a fully glazed foot | Perfect for upscale dining and catered events",,,,,10 5/8 Inches,"Dishwasher Safe, Freezer Safe, Lead Free, Microwavable",Embossed,White,Round,China
5400D102,https://www.webstaurantstore.com/crumb-screen-for-50lb-main-street-fryers/54101102246.html,https://cdnimg.webstaurantstore.com/images/products/large/779680/2744743.jpg,Direct replacement for original part | Catches large crumbs that can create clogs | Provides additional support for fryer baskets | Fits select equipment from Avantco Equipment and MainStreet Equipment,,,,,,,,,,
5400D103,https://www.webstaurantstore.com/franmara-5400-03-duo-lever-customizable-waiters-corkscrew-with-burgundy-enamel-handle/208540003.html,https://cdnimg.webstaurantstore.com/images/products/large/376720/1432374.jpg,"Two-step design minimizes messes | Perfect for restaurants, wineries, and catered events | Retractable stainless steel serrated knife effortlessly cuts through foil | Non-stick coated open spiral worm easily pierces cork | Enamel finish handle",4 3/4 Inches,,,,,"Customizable, With Foil Cutter",,"Burgundy, Black, Black, Navy Blue, Black, Black, Black, White, White, Navy Blue, Black, Navy Blue, Navy Blue, Red, Navy Blue, Black, Black, Red, Black, Navy Blue, Green, Black, Green, Black, Burgundy, Black",,"Stainless Steel, Metal, Enamel"
5400D202,https://www.webstaurantstore.com/somerset-5000-202-stop-relay/HP25000202.html,https://cdnimg.webstaurantstore.com/images/products/large/425114/1563832.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
CD10203B828,https://www.webstaurantstore.com/baxter-01-1m3358-00002-disc/HP2011M33580.html,https://cdnimg.webstaurantstore.com/images/products/large/339377/1283920.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
DW0499M2BKE3,https://www.webstaurantstore.com/kolpak-974d-drier-dlc-083s-023z5023-3-8-od/508974D.html,https://cdnimg.webstaurantstore.com/images/products/large/864690/3010146.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,Made in America,,,,
DW073112124BK,https://www.webstaurantstore.com/bally-017165-klixon/151017165.html,https://cdnimg.webstaurantstore.com/images/products/large/571537/2101165.jpg,OEM part ensures warranty / agency compliance and best performance | Direct replacement for original part,,,,,,Made in America,,,,
DW073124113SS,https://www.webstaurantstore.com/giles-controller-cv-70-200f-208-240v/39120573.html,https://cdnimg.webstaurantstore.com/images/products/large/781122/2877535.jpg,OEM part ensures warranty / agency compliance and best performance | Compatible with select Giles equipment,,,,,,Made in America,,,,
DW073124116SS,https://www.webstaurantstore.com/manitowoc-ice-drier-danfoss-dml-0845s/499000002883.html,https://cdnimg.webstaurantstore.com/images/products/large/783033/2654710.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,Made in America,,,,
DWFB145,https://www.webstaurantstore.com/american-metalcraft-dwb14-14-x-5-insulated-stainless-steel-double-wall-bowl/124DWB14.html,https://cdnimg.webstaurantstore.com/images/products/large/72353/79812.jpg,Double wall insulation retains temperature and reduces sweating,,,5 Inches,10.6 qt.,14 Inches,Double Wall,,Silver,Round,Stainless Steel
DWFB63,https://www.webstaurantstore.com/american-metalcraft-dwb6-34-oz-insulated-stainless-steel-double-wall-bowl/124DWB6.html,https://cdnimg.webstaurantstore.com/images/products/large/53976/1049806.jpg,"Double wall insulation retains temperature | Attractive stainless steel finish | Great for catered events, cafeterias, and buffets | Won't sweat or fog up in most conditions",,,3 Inches,1.0625 qt.,6 Inches,"Dishwasher Safe, Double Wall",,Silver,Round,Stainless Steel
DWFB66,https://www.webstaurantstore.com/dewalt-1-4-5-16-45-piece-screwdriver-bit-set-with-magnetic-drive-guide-and-toughcase-dw2166/235DW2166.html,https://cdnimg.webstaurantstore.com/images/products/large/858614/2974630.jpg,"Includes (43) 1/4"" and 5/16"" screwdriver bits | Easy bit removal with 1 magnetic drive guide | Storage case with clear lid for content visibility | Compatible with DeWalt 1/4"" and 5/16"" drills and drivers with minimum 3/8"" chucks (sold separately) | Use storage case with DeWalt ToughCase+ connectable storage system (sold separately)",8 13/16 Inches,8 13/16 Inches,1 5/16 Inches,,,Magnetic,,"Black, Yellow",,
DWFB612,https://www.webstaurantstore.com/american-metalcraft-dwbh12-6-9-qt-hammered-double-wall-insulated-stainless-steel-bowl/124DWBH12.html,https://cdnimg.webstaurantstore.com/images/products/large/126262/164629.jpg,Intriguing hammered finish hides everyday wear and tear | Great for buffet line service | Durable stainless steel construction with insulating double walls | Double wall insulation retains temperature and reduces sweating,,,5 Inches,6.9 qt.,12 Inches,"Dishwasher Safe, Double Wall",,Silver,Round,Stainless Steel
DWGB76GBK,https://www.webstaurantstore.com/cleveland-wr50074-brg-flg-1in-dia-see-dwg-spec/HPWR50074.html,https://cdnimg.webstaurantstore.com/images/products/large/345694/1284886.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
DWG4R,https://www.webstaurantstore.com/bfm-seating-dw24r-midtown-24-round-indoor-tabletop-driftwood/163DW24R.html,https://cdnimg.webstaurantstore.com/images/products/large/207405/2762572.jpg,"Compatible with several BFM bases (sold separately) | Lightweight, sturdy laminate construction | Measures 1 7/8"" thick | Rustic driftwood finish | Honeycomb core provides durability while reducing weight | Designed for indoor use | Perfect for rustic-themed restaurants, crab shacks, or burger joints",,,,2 Chairs,"24 Inches, 45"", 45"", 30""",,,"Gray, Gray, Espresso, Driftwood, Espresso",Round,"Laminate, Melamine"
KMK1013ES,https://www.webstaurantstore.com/kenny-mack-designs-coffee-break-espresso-resin-countertop-cup-lid-organizer-kmk1008es-case/576KMK1008ES.html,https://cdnimg.webstaurantstore.com/images/products/large/851927/2927687.jpg,"Constructed from durable, break-resistant resin | Elegant espresso color complements modern decor | Front cutout provides easy access to cups and lids | Keeps beverage stations neat and tidy | Ideal for buffets and catered events",4 1/2 Inches,4 1/2 Inches,8 Inches,,3 3/4 Inches,"Break-Resistant, Dishwasher Safe",,Brown,Rectangle,Resin
KMK1032SH,https://www.webstaurantstore.com/cleveland-ke55069-8-sfy-tstat-kel-kgl/HPKE550698.html,https://cdnimg.webstaurantstore.com/images/products/large/347817/2745190.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
KMK1044SH,https://www.webstaurantstore.com/kolpak-236071075-hng-lrg-ksn-1248-brsh-chr-spg-as/HP236071075.html,https://cdnimg.webstaurantstore.com/images/products/large/301029/1232104.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
N100013,https://www.webstaurantstore.com/strahl-vivaldi-from-steelite-international-10-oz-plastic-rocks-old-fashioned-glass-12-pack-pack/576N100013.html,https://cdnimg.webstaurantstore.com/images/products/large/797546/2830472.jpg,"Delivers exceptional clarity and a unique, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Great for classic on-the-rocks cocktails and neat pours of whiskey, scotch, and bourbon | Perfect for poolside bars, outdoor events, and casual restaurants",,,3 1/2 Inches,10 oz.,"3 1/8 Inches, 3 1/2 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N100033,https://www.webstaurantstore.com/strahl-vivaldi-from-steelite-international-8-oz-plastic-rocks-old-fashioned-glass-12-pack-pack/576N100033.html,https://cdnimg.webstaurantstore.com/images/products/large/797498/2830504.jpg,"Delivers exceptional clarity and a unique, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Great for classic on-the-rocks cocktails and neat pours of whiskey, scotch, and bourbon | Perfect for poolside bars, outdoor events, and casual restaurants",,,3 1/8 Inches,8 oz.,"3 Inches, 3 1/8 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N100053,https://www.webstaurantstore.com/strahl-vivaldi-from-steelite-international-12-oz-plastic-rocks-double-old-fashioned-glass-12-pack-pack/576N100053.html,https://cdnimg.webstaurantstore.com/images/products/large/797579/2830487.jpg,"Delivers exceptional clarity and a unique, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Great for classic on-the-rocks cocktails and neat pours of whiskey, scotch, and bourbon | Perfect for poolside bars, outdoor events, and casual restaurants",,,3 7/8 Inches,12 oz.,"3 1/8 Inches, 3 1/2 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N400143,https://www.webstaurantstore.com/strahl-design-contemporary-from-steelite-international-14-oz-plastic-mixing-glass-12-pack-pack/576N400143.html,https://cdnimg.webstaurantstore.com/images/products/large/797512/2696813.jpg,"Delivers exceptional clarity and a classic, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Ideal for serving iced tea, sparkling water, and cocktails | Perfect for poolside bars, outdoor events, and casual restaurants",,,5 7/8 Inches,14 oz.,"2 3/8 Inches, 3 1/2 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N401083,https://www.webstaurantstore.com/strahl-design-contemporary-from-steelite-international-8-oz-plastic-martini-glass-12-pack-pack/576N401083.html,https://cdnimg.webstaurantstore.com/images/products/large/797573/2696909.jpg,"Delivers exceptional clarity and a classic, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Great for serving cosmos, martinis, and your signature cocktails | Perfect for poolside bars, outdoor events, and casual restaurants",,,6 1/2 Inches,8 oz.,"3 1/4 Inches, 4 7/8 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N402503,https://www.webstaurantstore.com/strahl-design-contemporary-from-steelite-international-5-5-oz-plastic-flute-glass-12-pack-pack/576N402503.html,https://cdnimg.webstaurantstore.com/images/products/large/797530/2696939.jpg,"Delivers exceptional clarity and a classic, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Use to serve champagne for toasts at weddings or New Year's events | Perfect for poolside bars, outdoor events, and casual restaurants",,,9 5/8 Inches,5.5 oz.,"2 7/8 Inches, 2 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N406703,https://www.webstaurantstore.com/strahl-design-contemporary-from-steelite-international-13-oz-plastic-wine-glass-12-pack-pack/576N406703.html,https://cdnimg.webstaurantstore.com/images/products/large/797516/2696892.jpg,"Delivers exceptional clarity and a classic, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Use to serve your favorite red, white, or blush wines | Perfect for poolside bars, outdoor events, and casual restaurants",,,7 7/8 Inches,13 oz.,"3 Inches, 3 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N100030,https://www.webstaurantstore.com/strahl-vivaldi-from-steelite-international-17-oz-plastic-beverage-glass-12-pack-pack/576N100030.html,https://cdnimg.webstaurantstore.com/images/products/large/797539/2697115.jpg,"Delivers exceptional clarity and a unique, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Ideal for serving iced tea, sparkling water, and cocktails | Perfect for poolside bars, outdoor events, and casual restaurants",,,7 3/8 Inches,17 oz.,"2 1/2 Inches, 2 7/8 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N206173,https://www.webstaurantstore.com/strahl-design-contemporary-from-steelite-international-17-oz-plastic-gin-and-tonic-glass-12-pack-pack/576N206173.html,https://cdnimg.webstaurantstore.com/images/products/large/797550/2697092.jpg,"Delivers exceptional clarity and a classic, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Great for serving gin and tonics | Perfect for poolside bars, outdoor events, and casual restaurants",,,7 3/4 Inches,17 oz.,"3 1/8 Inches, 5 1/2 Inches, 3 7/8 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N411603,https://www.webstaurantstore.com/strahl-design-contemporary-from-steelite-international-16-oz-plastic-footed-pilsner-glass-12-pack-pack/576N411603.html,https://cdnimg.webstaurantstore.com/images/products/large/797504/2696893.jpg,"Delivers exceptional clarity and a classic, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Ideal for serving cold beers and pilsners | Perfect for poolside bars, outdoor events, and casual restaurants",,,9 1/2 Inches,16 oz.,"3 1/4 Inches, 3 1/8 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
N562603,https://www.webstaurantstore.com/strahl-da-vinci-from-steelite-international-2-5-qt-plastic-ice-bucket-3-pack-pack/576N562603.html,https://cdnimg.webstaurantstore.com/images/products/large/797496/2697109.jpg,"Delivers exceptional clarity and a classic, eye-catching look | Constructed from durable, high-quality polycarbonate plastic | Light weight, reusable design helps reduce costs from breakage of traditional glass | Great for keeping a bottle of wine or champagne chilled | Perfect for poolside bars, outdoor events, and casual restaurants",,,9 Inches,2.5 qt.,"5 3/8 Inches, 9 Inches, 6 5/8 Inches","Dishwasher Safe, Freezer Safe, Recyclable",,Clear,Round,Polycarbonate
*7182TM501*,https://www.webstaurantstore.com/creations-cali-from-steelite-international-6-1-4-white-melamine-stack-plate-case/5767182TM501.html,https://cdnimg.webstaurantstore.com/images/products/large/812581/2838975.jpg,"Ideal for serving appetizers, small sides, or desserts | Classic white finish gives an elegant, modern look | Durable melamine construction with a natural, sophisticated aesthetic | Stackable design for easy storage and service | Versatile for traditional indoor and casual outdoor dining",,,7/8 Inch,,6 1/4 Inches,"Dishwasher Safe, Stackable",Raised,White,Round,Melamine
68A415EL593,https://www.webstaurantstore.com/creations-craft-from-steelite-international-12-3-4-x-10-1-2-white-melamine-rectangular-platter-case/5766846EL593.html,https://cdnimg.webstaurantstore.com/images/products/large/862447/2996193.jpg,"Ideal for serving hot and cold appetizers and shared sides | Rustic design with a bold brown rim and unique speckled pattern | Durable melamine construction designed for frequent, high-volume use | Adds a warm, artisanal touch to any tabletop setting | Versatile for casual dining environments, outdoor gatherings, and buffet services",12 3/4 Inches,10 1/2 Inches,,,,Dishwasher Safe,Colored Rim,"Brown, White",Rectangle,Melamine
82323AND0631,https://www.webstaurantstore.com/antunes-0800106-trivet/HP0800106.html,https://cdnimg.webstaurantstore.com/images/products/large/251181/1184220.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
HW6955G,https://www.webstaurantstore.com/henny-penny-69553-rh-drawer-rail/HP69553.html,https://cdnimg.webstaurantstore.com/images/products/large/344246/1282911.jpg,OEM part ensures warranty / agency compliance and best performance,,,,,,,,,,
11400214,https://www.webstaurantstore.com/cambro-1100214-11-round-abstract-tan-customizable-fiberglass-camtray-case/2141100214.html,https://cdnimg.webstaurantstore.com/images/products/large/107254/244516.jpg,Dries faster and more completely than plastic trays | Great for pizza and beverage service,,,,,11 Inches,"Customizable, Dishwasher Safe, Made in America, NSF Certified",,"Beige, Black, Olive Green",Round,Fiberglass
15270150,https://www.webstaurantstore.com/regal-thyme-leaves-3-5-oz/10207150.html,https://cdnimg.webstaurantstore.com/images/products/large/25377/1860781.jpg,"Whole, dried thyme leaves | Great as a garnish or ingredient | Easily accessible for any pantry | Ideal for slow-cooking recipes",,,,,,"Vegan, Vegetarian",,,,
15270190,https://www.webstaurantstore.com/the-jay-companies-1270170-13-round-red-beaded-melamine-charger-plate/4941270170RD.html,https://cdnimg.webstaurantstore.com/images/products/large/197677/762948.jpg,"Made of durable polypropylene | Classic, beaded rim | Slightly worn edges for a rustic chic look | Helps protect tables from spills and messes | Adds a professional, finished look to table settings",,,,,"13 Inches, 13 Inches",Hand Wash Only,Beaded,"Red, Copper, Rose Gold, Emerald Green, Silver, Silver, Silver, Silver",Round,Plastic
