name,item_sku,model_number,manufacturer,image_link,overview,material,color,pattern,length,width,height,volume_capacity,diameter,country_of_origin,upc_barcode,ean_code,hazmat,oversize,marketplace_uom,product_url
Steelite 17790470 Aurora Revolution Granite 4 ounce Tray - 12 / CS,6127703,17790470,6127703,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,United Kingdom,5018461672587,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/tray-stacking-4-oz-aurora-rvltn-granite-6127703
"Steelite 6005SX025 Palm 18/10 5.375"" Canape Fork - Dozen",6128829,6005SX025,6128829,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vietnam,5055202635418,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/fork-canape-5375-quot;-18-10-r-welch-palm-6128829
Steelite UCT8135 Utopia Red 12.25 ounce Coffee Cup - 36 / CS,6130799,UCT8135,6130799,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,5060020522291,N/A,No,No,36,https://www.wasserstrom.com/restaurant-supplies-equipment/cup-coffee-1225oz-utopia-red-36-cs-6130799
Utopia UR90228012 Hayworth Soda Lime 10.5 ounce Martini - 12 / CS,6130840,UR90228012,6130840,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-kitchen-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/martini-105oz-hayworth-soda-lime-12-cs-6130840
"Steelite 6004SX075 Norton 18/10 S/S 7"" Bouillon Spoon - Dozen",6131259,6004SX075,6131259,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vietnam,5055202610033,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/spoon-bouillon-7-quot;-rw-norton-18-10-s-s-6131259
Steelite GWRAMST115C Genware S/S Copper 1.5 ounce Ramekin - 24 / CS,6131301,GWRAMST115C,6131301,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,India,5020403090908,N/A,No,No,24,https://www.wasserstrom.com/restaurant-supplies-equipment/ramekin-15oz-coppergenware-s-s-24-cs-6131301
Homer Laughlin HL13229200 Flipside 14 ounce Mug - 12 / CS,6131668,HL13229200,6131668,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,China,042648290030,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/mug-14-oz-55-quot;x3625-quot;x4-quot;-hl-flipside-6131668
"Steelite 6000SX005 Iona 18/10 4-1/2"" AD Coffee Spoon - Dozen",6132589,6000SX005,6132589,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vietnam,5060071736180,N/A,No,No,12,https://www.wasserstrom.com/restaurant-supplies-equipment/spoon-coffee-ad-4-1-2-quot;-18-10-iona-6132589
Varick 6900E511 Classic Cafe Porcelain 7 Oz. Bouillon Bowl - 12 / CS,538132,6900E532,538132,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,"This 7 ounce bouillon bowl from Steelite is perfect for use in restaurants and banquet facilities. It is part of the Varick Cafe Porcelain Collection and the white color and simple design will blend with any dining decor. This stacking bowl features a superior glaze that adds a beautiful finished look and is dishwasher, oven and microwave safe.",Porcelain,White,Classic Cafe,N/A,3.25 Inches,2.75 Inches,7 Ounces,N/A,China,05018461344569,N/A,No,No,Case = 12,https://www.wasserstrom.com/restaurant-supplies-equipment/steelite-6900e511-varick-cafe-porcelain-7-oz-bouillon-bowl---12---cs-638294
"Steelite 9001C078 Distinction Metro White 5.5"" Square Plate - 36 / CS",588655,9001C084,588655,https://assets.wasserstrom.com/image/upload/f_auto/pdp-leaderboard-quote-dining-room-desktop?scl=1&fmt=jpg&qlt=85,"Showcase your favorite cakes and pies by serving them on the 5&dash;1&sol;2"" white Metro plate. Design with rounded edges for a contemporary look.",China,White,Metro,5.5 Inches,5.5 Inches,N/A,N/A,N/A,United Kingdom,N/A,N/A,No,No,Case = 36,https://www.wasserstrom.com/restaurant-supplies-equipment/steelite-9001c078-distinction-metro-white-55-square-plate---36---cs-639964
